tracking_id,order_ref,carrier,last_scan,last_scan_at,scan_location
KW-TRK-0000283,KW-O-000283,IndiaPost,returned_to_origin,2026-06-28T12:56,Stephanieville
KW-TRK-0000284,KW-O-000284,Ecom Express,returned_to_origin,2026-06-04T08:53,Port Markfort
KW-TRK-0000285,KW-O-000285,IndiaPost,out_for_delivery,2026-06-14T08:48,Donaldfurt
KW-TRK-0000286,KW-O-000286,Delhivery,returned_to_origin,2026-06-18T06:04,Lake Ryanmouth
KW-TRK-0000287,KW-O-000287,Bluedart,exception,2026-06-12T03:46,Thompsonton
KW-TRK-0000288,KW-O-000288,Bluedart,out_for_delivery,2026-07-10T13:48,Marioshire
KW-TRK-0000289,KW-O-000289,Ecom Express,exception,2026-06-17T03:37,New Brianberg
KW-TRK-0000290,KW-O-000290,Bluedart,exception,2026-07-21T23:24,Brownland
KW-TRK-0000291,KW-O-000291,Bluedart,delivered,2026-06-27T05:35,East Curtis
KW-TRK-0000292,KW-O-000292,Ecom Express,delivery_attempted,2026-07-26T03:02,Lake Jimmy
KW-TRK-0000293,KW-O-000293,XpressBees,returned_to_origin,2026-06-23T11:36,Teresamouth
KW-TRK-0000294,KW-O-000294,IndiaPost,exception,2026-07-16T14:55,South Matthewland
KW-TRK-0000295,KW-O-000295,Bluedart,delivery_attempted,2026-06-08T00:42,Moraleston
KW-TRK-0000296,KW-O-000296,Ecom Express,in_transit,2026-07-15T11:28,Mayfurt
KW-TRK-0000297,KW-O-000297,Bluedart,returned_to_origin,2026-07-08T09:33,New Mackenzie
KW-TRK-0000298,KW-O-000298,Bluedart,exception,2026-07-11T10:08,South Erik
KW-TRK-0000299,KW-O-000299,Delhivery,delivery_attempted,2026-06-23T11:22,Jeremyton
KW-TRK-0000300,KW-O-000300,Delhivery,delivery_attempted,2026-07-11T15:56,North Dawnbury
KW-TRK-0000301,KW-O-000301,Delhivery,delivered,2026-06-22T00:03,Williamsbury
KW-TRK-0000302,KW-O-000302,Delhivery,delivery_attempted,2026-07-04T20:55,East Stephanie
KW-TRK-0000303,KW-O-000303,IndiaPost,out_for_delivery,2026-06-02T16:43,New Luis
KW-TRK-0000304,KW-O-000304,IndiaPost,returned_to_origin,2026-07-23T08:58,Avilafurt
KW-TRK-0000305,KW-O-000305,Bluedart,delivered,2026-07-20T01:19,New Kathyfort
KW-TRK-0000306,KW-O-000306,Bluedart,delivery_attempted,2026-07-22T05:21,Lake Jenniferchester
KW-TRK-0000307,KW-O-000307,XpressBees,exception,2026-06-25T20:00,North Jameston
KW-TRK-0000308,KW-O-000308,IndiaPost,returned_to_origin,2026-07-22T13:57,East Brandi
KW-TRK-0000309,KW-O-000309,IndiaPost,delivery_attempted,2026-07-04T07:11,West Jacquelineshire
KW-TRK-0000310,KW-O-000310,Delhivery,exception,2026-06-20T21:37,Williamburgh
KW-TRK-0000311,KW-O-000311,XpressBees,returned_to_origin,2026-07-14T13:49,Lewisside
KW-TRK-0000312,KW-O-000312,Delhivery,delivery_attempted,2026-07-27T07:12,Lake Julieport
KW-TRK-0000313,KW-O-000313,Bluedart,returned_to_origin,2026-07-01T13:18,Angelahaven
KW-TRK-0000314,KW-O-000314,Ecom Express,delivered,2026-06-28T08:48,Mooreborough
KW-TRK-0000315,KW-O-000315,Bluedart,exception,2026-07-29T07:00,Matthewmouth
KW-TRK-0000316,KW-O-000316,XpressBees,exception,2026-06-24T04:11,Philipport
KW-TRK-0000317,KW-O-000317,XpressBees,delivered,2026-07-16T07:06,Johnsonhaven
KW-TRK-0000318,KW-O-000318,XpressBees,out_for_delivery,2026-07-23T13:42,Harrisville
KW-TRK-0000319,KW-O-000319,Delhivery,delivery_attempted,2026-06-16T15:05,South Lindaborough
KW-TRK-0000320,KW-O-000320,XpressBees,in_transit,2026-06-12T03:26,Port Ashley
KW-TRK-0000321,KW-O-000321,IndiaPost,delivered,2026-06-12T12:52,Marissaborough
KW-TRK-0000322,KW-O-000322,Ecom Express,returned_to_origin,2026-07-28T10:10,Michaelton
KW-TRK-0000323,KW-O-000323,Ecom Express,out_for_delivery,2026-07-19T03:22,New Pamela
KW-TRK-0000324,KW-O-000324,Ecom Express,delivery_attempted,2026-07-25T03:12,Jaytown
KW-TRK-0000325,KW-O-000325,IndiaPost,in_transit,2026-07-07T10:27,Alexanderburgh
KW-TRK-0000326,KW-O-000326,Ecom Express,exception,2026-06-24T02:40,Jamiefurt
KW-TRK-0000327,KW-O-000327,Delhivery,out_for_delivery,2026-06-09T05:41,Stephenfurt
KW-TRK-0000328,KW-O-000328,IndiaPost,returned_to_origin,2026-06-24T11:37,South Timothy
KW-TRK-0000329,KW-O-000329,Bluedart,exception,2026-06-23T01:42,Laurabury
KW-TRK-0000330,KW-O-000330,Ecom Express,delivery_attempted,2026-07-04T08:42,New Danieltown
KW-TRK-0000331,KW-O-000331,IndiaPost,in_transit,2026-08-01T04:59,New Brendantown
KW-TRK-0000332,KW-O-000332,IndiaPost,exception,2026-06-11T13:49,Sarahport
KW-TRK-0000333,KW-O-000333,IndiaPost,delivery_attempted,2026-07-07T09:40,Jamesshire
KW-TRK-0000334,KW-O-000334,Bluedart,out_for_delivery,2026-06-13T07:16,North Brian
KW-TRK-0000335,KW-O-000335,Bluedart,in_transit,2026-06-06T13:58,Lake James
KW-TRK-0000336,KW-O-000336,Delhivery,delivery_attempted,2026-07-23T16:07,Harmonstad
KW-TRK-0000337,KW-O-000337,IndiaPost,delivered,2026-07-31T16:16,West Roberttown
KW-TRK-0000338,KW-O-000338,XpressBees,delivered,2026-07-23T00:53,Kayleeville
KW-TRK-0000339,KW-O-000339,IndiaPost,in_transit,2026-06-02T20:38,Donaldmouth
KW-TRK-0000340,KW-O-000340,Ecom Express,in_transit,2026-06-14T12:49,North Samantha
KW-TRK-0000341,KW-O-000341,Ecom Express,out_for_delivery,2026-07-22T03:45,South Gregville
KW-TRK-0000342,KW-O-000342,Bluedart,exception,2026-07-13T07:52,Lake Jimmyshire
KW-TRK-0000343,KW-O-000343,Delhivery,in_transit,2026-07-31T23:52,Josephshire
KW-TRK-0000344,KW-O-000344,Bluedart,delivered,2026-06-23T07:46,Brownberg
KW-TRK-0000345,KW-O-000345,IndiaPost,delivery_attempted,2026-07-30T10:37,North Raymond
KW-TRK-0000346,KW-O-000346,Delhivery,out_for_delivery,2026-07-26T09:14,Johnsonfort
KW-TRK-0000347,KW-O-000347,IndiaPost,exception,2026-07-28T06:07,Rivaschester
KW-TRK-0000348,KW-O-000348,Delhivery,exception,2026-07-20T17:16,North Barbara
KW-TRK-0000349,KW-O-000349,Ecom Express,exception,2026-07-09T17:38,Lake Bryanview
KW-TRK-0000350,KW-O-000350,Delhivery,out_for_delivery,2026-07-10T17:56,Jenniferborough
KW-TRK-0000351,KW-O-000351,XpressBees,exception,2026-07-31T16:47,Andrewview
KW-TRK-0000352,KW-O-000352,IndiaPost,delivered,2026-06-21T06:03,East Hannah
KW-TRK-0000353,KW-O-000353,Bluedart,in_transit,2026-07-06T03:41,Lake Bradleyshire
KW-TRK-0000354,KW-O-000354,Delhivery,exception,2026-06-27T15:11,Hansenfort
KW-TRK-0000355,KW-O-000355,Delhivery,returned_to_origin,2026-07-20T03:26,Lake Melinda
KW-TRK-0000356,KW-O-000356,Delhivery,exception,2026-06-04T22:15,West Michaelstad
KW-TRK-0000357,KW-O-000357,IndiaPost,delivered,2026-07-15T16:24,Hooverside
KW-TRK-0000358,KW-O-000358,XpressBees,out_for_delivery,2026-06-11T19:05,West Donna
KW-TRK-0000359,KW-O-000359,Ecom Express,exception,2026-07-01T11:33,Jessicaside
KW-TRK-0000360,KW-O-000360,Ecom Express,exception,2026-07-31T11:23,West Jill
KW-TRK-0000361,KW-O-000361,Ecom Express,in_transit,2026-07-30T00:27,Richardshire
KW-TRK-0000362,KW-O-000362,XpressBees,delivery_attempted,2026-06-28T14:31,Watsonstad
KW-TRK-0000363,KW-O-000363,Ecom Express,exception,2026-07-28T04:07,Dylanfort
KW-TRK-0000364,KW-O-000364,IndiaPost,out_for_delivery,2026-06-27T21:08,Wardchester
KW-TRK-0000365,KW-O-000365,Delhivery,returned_to_origin,2026-06-29T08:40,New Jonberg
KW-TRK-0000366,KW-O-000366,Bluedart,returned_to_origin,2026-06-16T01:48,Sandymouth
KW-TRK-0000367,KW-O-000367,IndiaPost,delivery_attempted,2026-06-09T14:30,Molinaburgh
KW-TRK-0000368,KW-O-000368,Ecom Express,delivery_attempted,2026-06-24T13:29,West Williamberg
KW-TRK-0000369,KW-O-000369,IndiaPost,returned_to_origin,2026-07-04T13:14,Amberburgh
KW-TRK-0000370,KW-O-000370,Bluedart,exception,2026-07-15T13:13,Port Laura
KW-TRK-0000371,KW-O-000371,Bluedart,delivered,2026-06-13T00:52,Millerchester
KW-TRK-0000372,KW-O-000372,XpressBees,out_for_delivery,2026-07-06T07:34,New Amyhaven
KW-TRK-0000373,KW-O-000373,Bluedart,exception,2026-06-13T21:19,New Adamside
KW-TRK-0000374,KW-O-000374,Bluedart,out_for_delivery,2026-06-11T01:53,Lake Jeremy
KW-TRK-0000375,KW-O-000375,XpressBees,delivery_attempted,2026-07-16T08:24,Tracymouth
KW-TRK-0000376,KW-O-000376,Delhivery,in_transit,2026-07-18T16:10,Amyfurt
KW-TRK-0000377,KW-O-000377,Ecom Express,returned_to_origin,2026-06-12T14:37,Robinsonstad
KW-TRK-0000378,KW-O-000378,Ecom Express,delivered,2026-07-08T14:49,Wattsville
KW-TRK-0000379,KW-O-000379,IndiaPost,delivery_attempted,2026-06-09T20:49,Lake Dawn
KW-TRK-0000380,KW-O-000380,XpressBees,delivery_attempted,2026-07-11T10:42,Port Heather
KW-TRK-0000381,KW-O-000381,IndiaPost,exception,2026-07-08T22:09,Lake Aaron
KW-TRK-0000382,KW-O-000382,Bluedart,in_transit,2026-07-04T16:41,South Drewland
KW-TRK-0000383,KW-O-000383,Bluedart,exception,2026-06-28T14:53,Johnfurt
KW-TRK-0000384,KW-O-000384,Delhivery,delivered,2026-06-02T12:25,Marciaside
KW-TRK-0000385,KW-O-000385,Bluedart,in_transit,2026-06-20T08:56,Port Jamestown
KW-TRK-0000386,KW-O-000386,IndiaPost,exception,2026-07-08T11:54,West Davidburgh
KW-TRK-0000387,KW-O-000387,Ecom Express,delivery_attempted,2026-07-09T02:56,North Jonville
KW-TRK-0000388,KW-O-000388,Ecom Express,delivery_attempted,2026-07-08T07:29,Duffyfurt
KW-TRK-0000389,KW-O-000389,IndiaPost,exception,2026-07-10T16:58,Lake Carlamouth
KW-TRK-0000390,KW-O-000390,Ecom Express,exception,2026-07-16T20:10,Brooksport
KW-TRK-0000391,KW-O-000391,Delhivery,exception,2026-06-15T21:31,Harveyfort
KW-TRK-0000392,KW-O-000392,XpressBees,exception,2026-07-18T15:34,Lake Traviston
KW-TRK-0000393,KW-O-000393,IndiaPost,delivered,2026-06-10T11:46,Florestown
KW-TRK-0000394,KW-O-000394,Bluedart,delivered,2026-06-02T15:19,Jackiefurt
KW-TRK-0000395,KW-O-000395,IndiaPost,returned_to_origin,2026-07-03T20:58,South Haleystad
KW-TRK-0000396,KW-O-000396,XpressBees,in_transit,2026-06-17T02:55,Vangfurt
KW-TRK-0000397,KW-O-000397,Delhivery,out_for_delivery,2026-06-07T16:01,South Katherineland
KW-TRK-0000398,KW-O-000398,XpressBees,delivered,2026-07-13T18:10,Kingland
KW-TRK-0000399,KW-O-000399,Delhivery,in_transit,2026-07-02T12:47,East Jenniferville
KW-TRK-0000400,KW-O-000400,IndiaPost,exception,2026-06-04T15:35,Jamesmouth
KW-TRK-0000401,KW-O-000401,IndiaPost,in_transit,2026-07-08T19:17,New Tracey
KW-TRK-0000402,KW-O-000402,Ecom Express,out_for_delivery,2026-07-17T07:31,West Kylemouth
KW-TRK-0000403,KW-O-000403,Delhivery,in_transit,2026-07-03T15:15,New Robert
KW-TRK-0000404,KW-O-000404,Delhivery,delivered,2026-06-18T09:16,Lake Davidtown
KW-TRK-0000405,KW-O-000405,XpressBees,returned_to_origin,2026-06-02T09:09,Jonesburgh
KW-TRK-0000406,KW-O-000406,IndiaPost,exception,2026-07-23T15:45,Hillshire
KW-TRK-0000407,KW-O-000407,Bluedart,exception,2026-07-12T22:41,Solisside
KW-TRK-0000408,KW-O-000408,Delhivery,returned_to_origin,2026-06-22T00:36,West Brendahaven
KW-TRK-0000409,KW-O-000409,Bluedart,returned_to_origin,2026-07-09T01:24,Thompsonmouth
KW-TRK-0000410,KW-O-000410,Bluedart,delivered,2026-06-07T19:52,Melissaton
KW-TRK-0000411,KW-O-000411,IndiaPost,in_transit,2026-06-07T06:37,Carolynchester
KW-TRK-0000412,KW-O-000412,IndiaPost,delivery_attempted,2026-06-14T04:42,Lake Ericland
KW-TRK-0000413,KW-O-000413,IndiaPost,returned_to_origin,2026-06-07T16:11,South Todd
KW-TRK-0000414,KW-O-000414,Delhivery,delivery_attempted,2026-07-17T00:02,South Kimberlyburgh
KW-TRK-0000415,KW-O-000415,Bluedart,delivered,2026-07-28T07:35,Williamsburgh
KW-TRK-0000416,KW-O-000416,Bluedart,delivered,2026-06-13T20:55,West Michelle
KW-TRK-0000417,KW-O-000417,Bluedart,delivery_attempted,2026-07-28T02:47,Perezmouth
KW-TRK-0000418,KW-O-000418,IndiaPost,delivery_attempted,2026-07-31T11:33,North Frankberg
KW-TRK-0000419,KW-O-000419,IndiaPost,exception,2026-06-22T01:23,South Tylerchester
KW-TRK-0000420,KW-O-000420,Bluedart,returned_to_origin,2026-07-28T05:26,Lake Aliciastad
KW-TRK-0000421,KW-O-000421,Ecom Express,delivery_attempted,2026-07-15T09:38,South Thomasview
KW-TRK-0000422,KW-O-000422,Bluedart,returned_to_origin,2026-07-09T23:20,Grantchester
KW-TRK-0000423,KW-O-000423,Bluedart,returned_to_origin,2026-07-17T03:38,North Christopherstad
KW-TRK-0000424,KW-O-000424,Ecom Express,returned_to_origin,2026-07-13T04:06,Moralesbury
KW-TRK-0000425,KW-O-000425,Bluedart,out_for_delivery,2026-06-16T21:32,North Andrew
KW-TRK-0000426,KW-O-000426,XpressBees,returned_to_origin,2026-06-23T15:16,New Jacobborough
KW-TRK-0000427,KW-O-000427,Bluedart,returned_to_origin,2026-07-19T22:59,Kellerside
KW-TRK-0000428,KW-O-000428,XpressBees,returned_to_origin,2026-07-02T13:36,Angelafort
KW-TRK-0000429,KW-O-000429,IndiaPost,delivery_attempted,2026-07-27T01:19,Port Dianashire
KW-TRK-0000430,KW-O-000430,XpressBees,returned_to_origin,2026-07-21T09:08,Wilsonton
KW-TRK-0000431,KW-O-000431,Delhivery,delivered,2026-06-23T10:10,East Dylan
KW-TRK-0000432,KW-O-000432,IndiaPost,delivered,2026-07-11T12:40,Lake Jacqueline
KW-TRK-0000433,KW-O-000433,XpressBees,exception,2026-07-10T09:44,West Briantown
KW-TRK-0000434,KW-O-000434,XpressBees,exception,2026-07-14T04:50,New Elizabethshire
KW-TRK-0000435,KW-O-000435,Delhivery,delivery_attempted,2026-06-27T00:00,West Nicoleberg
KW-TRK-0000436,KW-O-000436,XpressBees,out_for_delivery,2026-06-25T03:02,Samanthafort
KW-TRK-0000437,KW-O-000437,Bluedart,in_transit,2026-07-27T16:55,East Elizabeth
KW-TRK-0000438,KW-O-000438,IndiaPost,in_transit,2026-07-03T21:01,Mendozaville
KW-TRK-0000439,KW-O-000439,Ecom Express,delivery_attempted,2026-07-04T16:49,South Angela
KW-TRK-0000440,KW-O-000440,XpressBees,delivered,2026-06-03T22:10,East Elizabethhaven
KW-TRK-0000441,KW-O-000441,Bluedart,out_for_delivery,2026-06-23T08:30,Port Kathleen
KW-TRK-0000442,KW-O-000442,IndiaPost,delivery_attempted,2026-06-17T01:45,Palmerland
KW-TRK-0000443,KW-O-000443,Bluedart,in_transit,2026-07-04T04:11,East Courtney
KW-TRK-0000444,KW-O-000444,IndiaPost,delivery_attempted,2026-07-23T01:04,Francostad
KW-TRK-0000445,KW-O-000445,Bluedart,delivered,2026-06-04T02:23,Port Jose
KW-TRK-0000446,KW-O-000446,XpressBees,out_for_delivery,2026-07-24T06:57,Port Ryanmouth
KW-TRK-0000447,KW-O-000447,Delhivery,delivered,2026-07-11T18:23,Johnsonstad
KW-TRK-0000448,KW-O-000448,Ecom Express,returned_to_origin,2026-06-13T22:20,Colebury
KW-TRK-0000449,KW-O-000449,Delhivery,delivery_attempted,2026-06-10T02:46,South Christina
KW-TRK-0000450,KW-O-000450,IndiaPost,delivered,2026-06-07T19:20,Lucasburgh
KW-TRK-0000451,KW-O-000451,XpressBees,delivered,2026-06-18T15:42,New Adriana
KW-TRK-0000452,KW-O-000452,Delhivery,exception,2026-06-12T15:36,Mejiachester
KW-TRK-0000453,KW-O-000453,Ecom Express,returned_to_origin,2026-07-12T00:26,South Carlland
KW-TRK-0000454,KW-O-000454,Delhivery,delivery_attempted,2026-07-24T16:13,Port Darlene
KW-TRK-0000455,KW-O-000455,Bluedart,out_for_delivery,2026-06-13T20:20,Joshuaview
KW-TRK-0000456,KW-O-000456,XpressBees,in_transit,2026-07-07T18:31,Santosmouth
KW-TRK-0000457,KW-O-000457,Bluedart,returned_to_origin,2026-06-09T14:44,Marymouth
KW-TRK-0000458,KW-O-000458,Delhivery,delivery_attempted,2026-07-28T16:59,Melissafort
KW-TRK-0000459,KW-O-000459,Bluedart,in_transit,2026-06-29T03:35,Hughesshire
KW-TRK-0000460,KW-O-000460,IndiaPost,returned_to_origin,2026-06-07T01:13,South Matthew
KW-TRK-0000461,KW-O-000461,Ecom Express,delivery_attempted,2026-07-02T00:20,Hesterside
KW-TRK-0000462,KW-O-000462,Ecom Express,returned_to_origin,2026-06-27T18:51,West Crystalview
KW-TRK-0000463,KW-O-000463,Bluedart,delivered,2026-07-25T10:02,Brookebury
KW-TRK-0000464,KW-O-000464,Bluedart,delivered,2026-06-11T21:55,Saramouth
KW-TRK-0000465,KW-O-000465,XpressBees,out_for_delivery,2026-08-01T04:54,New James
KW-TRK-0000466,KW-O-000466,Ecom Express,out_for_delivery,2026-07-20T09:18,Jamesmouth
KW-TRK-0000467,KW-O-000467,XpressBees,returned_to_origin,2026-06-11T09:59,Ramirezchester
KW-TRK-0000468,KW-O-000468,Bluedart,returned_to_origin,2026-06-17T23:04,Port Chloe
KW-TRK-0000469,KW-O-000469,IndiaPost,returned_to_origin,2026-07-30T07:00,Port Kayla
KW-TRK-0000470,KW-O-000470,Bluedart,in_transit,2026-07-20T23:19,Jamesstad
KW-TRK-0000471,KW-O-000471,IndiaPost,exception,2026-06-07T05:27,Jamesmouth
KW-TRK-0000472,KW-O-000472,IndiaPost,returned_to_origin,2026-06-09T10:12,North Jenny
KW-TRK-0000473,KW-O-000473,Ecom Express,delivered,2026-06-10T05:05,Danielleborough
KW-TRK-0000474,KW-O-000474,IndiaPost,exception,2026-07-13T19:08,Isaacfort
KW-TRK-0000475,KW-O-000475,IndiaPost,in_transit,2026-06-12T08:36,Johnfort
KW-TRK-0000476,KW-O-000476,IndiaPost,delivery_attempted,2026-06-17T03:26,Sarahmouth
KW-TRK-0000477,KW-O-000477,XpressBees,delivered,2026-06-18T05:15,Dustinland
KW-TRK-0000478,KW-O-000478,Bluedart,delivery_attempted,2026-07-17T21:21,Davidfurt
KW-TRK-0000479,KW-O-000479,Bluedart,returned_to_origin,2026-06-05T06:26,Smithborough
KW-TRK-0000480,KW-O-000480,Ecom Express,exception,2026-07-22T18:04,Sarahmouth
KW-TRK-0000481,KW-O-000481,Ecom Express,returned_to_origin,2026-06-17T06:51,Williamchester
KW-TRK-0000482,KW-O-000482,Ecom Express,exception,2026-06-03T12:08,West Brent
KW-TRK-0000483,KW-O-000483,Ecom Express,returned_to_origin,2026-07-18T22:35,Fullerfort
KW-TRK-0000484,KW-O-000484,IndiaPost,exception,2026-07-29T14:25,South Samuelmouth
KW-TRK-0000485,KW-O-000485,Ecom Express,exception,2026-07-19T09:10,East Herbertstad
KW-TRK-0000486,KW-O-000486,Delhivery,delivered,2026-06-03T00:45,North Melanieview
KW-TRK-0000487,KW-O-000487,Bluedart,out_for_delivery,2026-06-08T01:49,New Amandaberg
KW-TRK-0000488,KW-O-000488,Delhivery,in_transit,2026-07-07T20:40,Lake Gloriaborough
KW-TRK-0000489,KW-O-000489,Bluedart,exception,2026-07-22T20:30,Lake Ashleytown
KW-TRK-0000490,KW-O-000490,IndiaPost,in_transit,2026-07-15T19:20,West Tiffanyview
KW-TRK-0000491,KW-O-000491,Ecom Express,returned_to_origin,2026-07-26T14:08,Russellbury
KW-TRK-0000492,KW-O-000492,XpressBees,delivery_attempted,2026-06-19T15:56,New Cassandra
KW-TRK-0000493,KW-O-000493,Delhivery,exception,2026-07-02T11:37,Sarahstad
KW-TRK-0000494,KW-O-000494,XpressBees,delivered,2026-07-17T20:05,East Andrew
KW-TRK-0000495,KW-O-000495,IndiaPost,delivered,2026-06-12T03:16,Kathrynburgh
KW-TRK-0000496,KW-O-000496,XpressBees,delivered,2026-07-29T15:19,Harristown
KW-TRK-0000497,KW-O-000497,Ecom Express,returned_to_origin,2026-06-22T22:41,North Ashley
KW-TRK-0000498,KW-O-000498,Delhivery,delivered,2026-06-09T16:25,Lisaville
KW-TRK-0000499,KW-O-000499,XpressBees,returned_to_origin,2026-06-06T01:18,East Meganbury
KW-TRK-0000500,KW-O-000500,Bluedart,in_transit,2026-06-15T14:34,South Chelsea
KW-TRK-0000501,KW-O-000501,IndiaPost,out_for_delivery,2026-06-22T23:34,East Joshua
KW-TRK-0000502,KW-O-000502,Ecom Express,returned_to_origin,2026-06-15T08:59,East Emilychester
KW-TRK-0000503,KW-O-000503,Delhivery,delivery_attempted,2026-07-19T14:13,Griffinbury
KW-TRK-0000504,KW-O-000504,IndiaPost,in_transit,2026-07-23T23:29,Port Christophermouth
KW-TRK-0000505,KW-O-000505,Ecom Express,returned_to_origin,2026-07-02T01:54,Hernandezfurt
KW-TRK-0000506,KW-O-000506,Delhivery,delivery_attempted,2026-07-21T12:25,Johnsonview
KW-TRK-0000507,KW-O-000507,Delhivery,out_for_delivery,2026-08-01T06:43,Lake Travis
KW-TRK-0000508,KW-O-000508,Ecom Express,exception,2026-07-08T08:51,Marcfort
KW-TRK-0000509,KW-O-000509,Ecom Express,out_for_delivery,2026-06-29T09:23,Masseyborough
KW-TRK-0000510,KW-O-000510,Ecom Express,returned_to_origin,2026-06-20T00:42,Drewland
KW-TRK-0000511,KW-O-000511,Bluedart,out_for_delivery,2026-07-23T02:43,Jacksonfurt
KW-TRK-0000512,KW-O-000512,Bluedart,in_transit,2026-06-14T02:17,East Leon
KW-TRK-0000513,KW-O-000513,Ecom Express,exception,2026-07-05T06:37,Hillport
KW-TRK-0000514,KW-O-000514,IndiaPost,delivery_attempted,2026-07-30T19:48,South Caroline
KW-TRK-0000515,KW-O-000515,Ecom Express,in_transit,2026-07-08T08:41,Yushire
KW-TRK-0000516,KW-O-000516,Bluedart,out_for_delivery,2026-07-25T08:29,Lake Heidi
KW-TRK-0000517,KW-O-000517,Ecom Express,delivered,2026-06-26T11:51,Marqueztown
KW-TRK-0000518,KW-O-000518,Delhivery,out_for_delivery,2026-07-18T01:27,Armstrongstad
KW-TRK-0000519,KW-O-000519,Ecom Express,in_transit,2026-07-21T07:57,Smithchester
KW-TRK-0000520,KW-O-000520,Delhivery,returned_to_origin,2026-07-20T10:22,Blankenshipland
KW-TRK-0000521,KW-O-000521,Delhivery,in_transit,2026-07-17T07:30,Scottbury
KW-TRK-0000522,KW-O-000522,Ecom Express,out_for_delivery,2026-07-03T10:08,Michaelview
KW-TRK-0000523,KW-O-000523,Delhivery,exception,2026-06-23T18:29,Moorebury
KW-TRK-0000524,KW-O-000524,Delhivery,delivered,2026-06-25T03:57,Port Barry
KW-TRK-0000525,KW-O-000525,Ecom Express,exception,2026-06-16T10:16,Diazbury
KW-TRK-0000526,KW-O-000526,Bluedart,exception,2026-06-22T05:33,Lake Ruthland
KW-TRK-0000527,KW-O-000527,XpressBees,delivered,2026-07-19T05:25,West Christianview
KW-TRK-0000528,KW-O-000528,XpressBees,delivery_attempted,2026-07-04T00:23,Hernandezberg
KW-TRK-0000529,KW-O-000529,IndiaPost,out_for_delivery,2026-07-25T22:34,Ramirezburgh
KW-TRK-0000530,KW-O-000530,Bluedart,delivery_attempted,2026-06-21T12:41,South Larry
KW-TRK-0000531,KW-O-000531,Delhivery,delivered,2026-06-04T05:17,East Monicaton
KW-TRK-0000532,KW-O-000532,Bluedart,delivery_attempted,2026-06-27T12:34,West Amy
KW-TRK-0000533,KW-O-000533,Ecom Express,delivered,2026-07-23T04:08,Jacobsonbury
KW-TRK-0000534,KW-O-000534,Bluedart,delivered,2026-07-22T17:14,Port Susanland
KW-TRK-0000535,KW-O-000535,Delhivery,returned_to_origin,2026-06-30T18:49,Port Craigburgh
KW-TRK-0000536,KW-O-000536,Bluedart,delivery_attempted,2026-07-24T21:44,Port Stevenstad
KW-TRK-0000537,KW-O-000537,Delhivery,returned_to_origin,2026-07-09T04:13,East Amanda
KW-TRK-0000538,KW-O-000538,Delhivery,delivered,2026-07-06T02:15,East Kristin
KW-TRK-0000539,KW-O-000539,XpressBees,delivery_attempted,2026-06-19T19:43,Melissaview
KW-TRK-0000540,KW-O-000540,XpressBees,out_for_delivery,2026-07-16T05:47,New Williamton
KW-TRK-0000541,KW-O-000541,Bluedart,delivery_attempted,2026-06-17T15:21,Taylorton
KW-TRK-0000542,KW-O-000542,Ecom Express,returned_to_origin,2026-07-17T07:56,Mooreberg
KW-TRK-0000543,KW-O-000543,Delhivery,delivery_attempted,2026-06-04T06:22,Port Chelsea
KW-TRK-0000544,KW-O-000544,XpressBees,in_transit,2026-07-08T00:36,Audreyview
KW-TRK-0000545,KW-O-000545,Ecom Express,returned_to_origin,2026-06-15T06:51,Sanchezburgh
KW-TRK-0000546,KW-O-000546,Delhivery,delivery_attempted,2026-06-16T07:37,Lake Johnton
KW-TRK-0000547,KW-O-000547,Delhivery,exception,2026-06-10T09:41,South Derekport
KW-TRK-0000548,KW-O-000548,IndiaPost,delivery_attempted,2026-07-08T14:47,Ricefort
KW-TRK-0000549,KW-O-000549,Bluedart,in_transit,2026-06-10T13:33,Piercefurt
KW-TRK-0000550,KW-O-000550,Ecom Express,out_for_delivery,2026-06-15T13:09,Haydenhaven
KW-TRK-0000551,KW-O-000551,IndiaPost,exception,2026-06-04T17:59,Kristinshire
KW-TRK-0000552,KW-O-000552,Delhivery,delivered,2026-06-11T15:25,Waltonhaven
KW-TRK-0000553,KW-O-000553,Ecom Express,delivery_attempted,2026-07-18T16:01,Jacksonfort
KW-TRK-0000554,KW-O-000554,Ecom Express,delivery_attempted,2026-07-25T06:31,Port Benjamin
KW-TRK-0000555,KW-O-000555,XpressBees,exception,2026-07-13T07:00,New Virginiaport
KW-TRK-0000556,KW-O-000556,Delhivery,exception,2026-07-19T17:04,New Rebeccafurt
KW-TRK-0000557,KW-O-000557,Bluedart,out_for_delivery,2026-07-15T01:17,Evanstown
KW-TRK-0000558,KW-O-000558,XpressBees,returned_to_origin,2026-07-24T12:35,Tonytown
KW-TRK-0000559,KW-O-000559,IndiaPost,in_transit,2026-07-23T08:22,South Kimberly
KW-TRK-0000560,KW-O-000560,Bluedart,exception,2026-07-04T16:24,South Michelle
KW-TRK-0000561,KW-O-000561,Delhivery,returned_to_origin,2026-06-20T06:28,Lake Laura
KW-TRK-0000562,KW-O-000562,XpressBees,returned_to_origin,2026-07-25T20:21,Sancheztown
KW-TRK-0000563,KW-O-000563,Bluedart,out_for_delivery,2026-06-16T22:36,South Johnny
KW-TRK-0000564,KW-O-000564,Delhivery,exception,2026-07-31T18:27,Owensmouth
