order_ref,customer_ref,sku,quantity,order_value_inr,placed_at,payment_method,status,delivery_promise_days,actual_delivery_days
KW-O-000264,KW-C-00045,KW-SKU-000273,2,2999,2026-05-24T12:19,card,delivered,5,9
KW-O-000265,KW-C-00173,KW-SKU-000580,1,24999,2026-01-11T11:40,cod,placed,3,1
KW-O-000266,KW-C-00047,KW-SKU-000423,1,1499,2025-08-13T08:30,card,delivered,3,14
KW-O-000267,KW-C-00464,KW-SKU-000273,1,799,2026-06-08T15:49,upi,delivered,7,4
KW-O-000268,KW-C-00408,KW-SKU-000543,1,12999,2026-04-06T17:55,upi,cancelled,10,9
KW-O-000269,KW-C-00010,KW-SKU-000599,1,299,2026-05-23T15:54,cod,delivered,2,14
KW-O-000270,KW-C-00016,KW-SKU-000556,1,2999,2026-03-14T13:08,upi,delivered,5,1
KW-O-000271,KW-C-00140,KW-SKU-000540,1,6499,2025-12-11T05:08,card,delivered,7,
KW-O-000272,KW-C-00007,KW-SKU-000430,1,54999,2025-07-03T17:25,cod,delivered,10,9
KW-O-000273,KW-C-00156,KW-SKU-000185,1,12999,2025-09-11T18:38,card,delivered,7,14
KW-O-000274,KW-C-00150,KW-SKU-000141,2,54999,2026-02-18T03:39,cod,delivered,5,14
KW-O-000275,KW-C-00243,KW-SKU-000351,1,299,2025-09-16T16:24,netbanking,shipped,2,
KW-O-000276,KW-C-00138,KW-SKU-000313,1,6499,2025-11-13T08:45,wallet,delivered,3,4
KW-O-000277,KW-C-00345,KW-SKU-000120,2,2999,2026-02-05T12:34,upi,delivered,7,6
KW-O-000278,KW-C-00310,KW-SKU-000498,1,299,2026-07-11T21:52,card,delivered,7,2
KW-O-000279,KW-C-00349,KW-SKU-000290,1,12999,2025-09-12T19:33,upi,returned,3,1
KW-O-000280,KW-C-00447,KW-SKU-000579,1,6499,2026-01-03T13:03,card,returned,5,3
KW-O-000281,KW-C-00160,KW-SKU-000359,1,2999,2025-12-14T20:17,upi,delivered,10,
KW-O-000282,KW-C-00440,KW-SKU-000415,1,799,2026-03-13T08:58,upi,placed,3,14
KW-O-000283,KW-C-00193,KW-SKU-000280,1,54999,2026-02-15T08:42,card,shipped,10,3
KW-O-000284,KW-C-00427,KW-SKU-000537,2,54999,2025-07-27T16:00,netbanking,delivered,10,6
KW-O-000285,KW-C-00477,KW-SKU-000002,1,799,2025-08-03T01:31,card,delivered,2,6
KW-O-000286,KW-C-00131,KW-SKU-000260,1,799,2026-04-15T02:18,netbanking,returned,10,4
KW-O-000287,KW-C-00388,KW-SKU-000590,1,6499,2025-07-24T06:01,card,delivered,7,4
KW-O-000288,KW-C-00469,KW-SKU-000559,2,12999,2026-07-13T07:17,netbanking,shipped,7,
KW-O-000289,KW-C-00286,KW-SKU-000507,1,299,2026-01-20T11:34,upi,delivered,2,3
KW-O-000290,KW-C-00124,KW-SKU-000176,1,799,2026-02-26T22:55,card,delivered,10,1
KW-O-000291,KW-C-00386,KW-SKU-000169,1,299,2025-10-12T07:27,upi,delivered,7,1
KW-O-000292,KW-C-00277,KW-SKU-000440,1,2999,2025-09-30T15:25,upi,shipped,10,9
KW-O-000293,KW-C-00032,KW-SKU-000419,1,1499,2026-05-30T04:21,netbanking,delivered,2,1
KW-O-000294,KW-C-00349,KW-SKU-000483,1,299,2025-11-01T02:34,upi,delivered,7,1
KW-O-000295,KW-C-00323,KW-SKU-000524,1,24999,2026-07-22T06:35,cod,delivered,7,4
KW-O-000296,KW-C-00018,KW-SKU-000510,2,299,2025-10-12T22:18,upi,cancelled,10,4
KW-O-000297,KW-C-00258,KW-SKU-000277,1,24999,2026-01-05T09:23,upi,delivered,7,14
KW-O-000298,KW-C-00315,KW-SKU-000419,1,54999,2025-10-22T01:55,cod,delivered,5,9
KW-O-000299,KW-C-00162,KW-SKU-000452,1,54999,2026-04-10T03:43,upi,delivered,2,3
KW-O-000300,KW-C-00052,KW-SKU-000457,3,6499,2026-07-02T09:39,upi,delivered,2,1
KW-O-000301,KW-C-00157,KW-SKU-000341,1,1499,2025-11-04T22:16,card,delivered,3,14
KW-O-000302,KW-C-00029,KW-SKU-000221,1,24999,2025-11-29T17:37,upi,cancelled,5,3
KW-O-000303,KW-C-00487,KW-SKU-000453,1,299,2026-03-22T16:59,upi,delivered,2,
KW-O-000304,KW-C-00397,KW-SKU-000040,1,2999,2025-12-24T16:47,upi,delivered,5,3
KW-O-000305,KW-C-00139,KW-SKU-000476,1,54999,2025-09-30T16:58,upi,shipped,10,4
KW-O-000306,KW-C-00389,KW-SKU-000588,1,299,2026-06-16T21:37,card,delivered,3,14
KW-O-000307,KW-C-00307,KW-SKU-000213,1,54999,2026-04-20T10:17,upi,shipped,5,3
KW-O-000308,KW-C-00272,KW-SKU-000363,1,1499,2025-10-01T10:55,wallet,delivered,3,
KW-O-000309,KW-C-00458,KW-SKU-000224,1,1499,2025-09-23T23:18,card,delivered,3,2
KW-O-000310,KW-C-00119,KW-SKU-000234,1,299,2025-07-04T19:52,card,delivered,5,3
KW-O-000311,KW-C-00128,KW-SKU-000034,1,54999,2025-11-15T15:14,card,shipped,3,4
KW-O-000312,KW-C-00323,KW-SKU-000550,2,2999,2025-09-11T12:36,upi,delivered,2,3
KW-O-000313,KW-C-00330,KW-SKU-000498,2,299,2026-03-14T00:46,card,shipped,2,9
KW-O-000314,KW-C-00244,KW-SKU-000431,1,24999,2025-09-03T15:59,upi,cancelled,7,6
KW-O-000315,KW-C-00432,KW-SKU-000365,1,1499,2026-03-21T09:31,card,delivered,10,4
KW-O-000316,KW-C-00317,KW-SKU-000161,1,299,2026-06-02T10:31,upi,delivered,7,4
KW-O-000317,KW-C-00267,KW-SKU-000542,1,2999,2026-05-06T08:06,card,returned,10,4
KW-O-000318,KW-C-00113,KW-SKU-000467,1,54999,2025-07-06T21:40,cod,delivered,10,4
KW-O-000319,KW-C-00041,KW-SKU-000381,1,1499,2025-11-18T10:33,card,delivered,10,14
KW-O-000320,KW-C-00408,KW-SKU-000371,1,299,2026-03-02T16:34,card,placed,7,14
KW-O-000321,KW-C-00207,KW-SKU-000037,1,54999,2026-07-19T09:13,card,delivered,7,
KW-O-000322,KW-C-00445,KW-SKU-000304,2,24999,2025-08-19T02:12,card,delivered,5,2
KW-O-000323,KW-C-00118,KW-SKU-000540,1,6499,2025-06-08T03:04,card,delivered,3,3
KW-O-000324,KW-C-00166,KW-SKU-000360,1,24999,2025-08-26T12:06,card,delivered,5,4
KW-O-000325,KW-C-00116,KW-SKU-000263,1,6499,2026-04-25T10:18,card,delivered,5,9
KW-O-000326,KW-C-00212,KW-SKU-000370,1,12999,2026-01-15T12:21,card,delivered,10,
KW-O-000327,KW-C-00016,KW-SKU-000054,1,799,2025-11-23T01:54,card,shipped,7,4
KW-O-000328,KW-C-00343,KW-SKU-000385,1,1499,2026-03-29T15:52,upi,delivered,7,4
KW-O-000329,KW-C-00087,KW-SKU-000209,1,54999,2025-10-29T18:11,card,shipped,2,14
KW-O-000330,KW-C-00002,KW-SKU-000098,1,299,2026-04-07T09:54,upi,delivered,10,14
KW-O-000331,KW-C-00368,KW-SKU-000023,1,2999,2026-04-11T05:08,netbanking,delivered,7,6
KW-O-000332,KW-C-00473,KW-SKU-000458,1,2999,2026-01-29T15:49,upi,delivered,10,9
KW-O-000333,KW-C-00046,KW-SKU-000495,3,299,2026-01-10T09:15,cod,delivered,2,4
KW-O-000334,KW-C-00049,KW-SKU-000424,1,12999,2026-06-27T08:33,upi,delivered,2,6
KW-O-000335,KW-C-00384,KW-SKU-000502,2,6499,2026-03-06T06:46,upi,returned,5,6
KW-O-000336,KW-C-00405,KW-SKU-000218,1,2999,2026-06-25T21:18,upi,delivered,2,9
KW-O-000337,KW-C-00256,KW-SKU-000586,1,12999,2025-09-16T22:41,upi,delivered,2,4
KW-O-000338,KW-C-00277,KW-SKU-000310,1,54999,2026-05-17T01:50,card,delivered,10,4
KW-O-000339,KW-C-00140,KW-SKU-000251,2,12999,2026-05-19T01:31,card,delivered,10,9
KW-O-000340,KW-C-00257,KW-SKU-000041,1,12999,2025-11-20T20:14,card,delivered,10,14
KW-O-000341,KW-C-00201,KW-SKU-000169,1,2999,2026-01-11T04:23,card,cancelled,5,6
KW-O-000342,KW-C-00207,KW-SKU-000337,1,799,2026-07-22T18:53,card,shipped,5,14
KW-O-000343,KW-C-00421,KW-SKU-000240,1,799,2025-07-02T09:07,card,delivered,3,9
KW-O-000344,KW-C-00214,KW-SKU-000297,1,299,2026-02-03T10:10,cod,delivered,2,4
KW-O-000345,KW-C-00206,KW-SKU-000265,1,54999,2026-06-12T19:47,upi,cancelled,2,2
KW-O-000346,KW-C-00041,KW-SKU-000190,1,12999,2026-05-04T06:45,card,delivered,10,14
KW-O-000347,KW-C-00179,KW-SKU-000564,1,799,2026-02-05T11:55,upi,cancelled,2,1
KW-O-000348,KW-C-00062,KW-SKU-000321,1,2999,2026-01-28T11:41,card,delivered,10,14
KW-O-000349,KW-C-00000,KW-SKU-000102,2,12999,2026-04-14T21:54,upi,placed,2,3
KW-O-000350,KW-C-00402,KW-SKU-000493,1,299,2026-02-25T11:29,card,cancelled,2,2
KW-O-000351,KW-C-00438,KW-SKU-000301,2,54999,2025-10-28T13:42,card,delivered,5,1
KW-O-000352,KW-C-00382,KW-SKU-000092,1,799,2026-04-02T05:34,card,delivered,5,1
KW-O-000353,KW-C-00172,KW-SKU-000123,1,2999,2026-03-11T01:49,cod,delivered,10,
KW-O-000354,KW-C-00256,KW-SKU-000443,1,54999,2025-08-09T15:58,card,placed,2,6
KW-O-000355,KW-C-00305,KW-SKU-000208,1,12999,2025-09-30T00:31,card,cancelled,2,14
KW-O-000356,KW-C-00078,KW-SKU-000225,1,1499,2025-08-11T09:49,card,shipped,10,9
KW-O-000357,KW-C-00492,KW-SKU-000138,1,6499,2025-10-12T03:08,card,placed,3,
KW-O-000358,KW-C-00479,KW-SKU-000482,1,12999,2025-08-03T02:35,upi,delivered,5,1
KW-O-000359,KW-C-00204,KW-SKU-000108,1,1499,2026-04-05T06:08,cod,delivered,3,1
KW-O-000360,KW-C-00469,KW-SKU-000060,3,12999,2025-12-02T16:10,netbanking,delivered,7,2
KW-O-000361,KW-C-00056,KW-SKU-000120,1,299,2025-10-15T21:05,cod,placed,2,2
KW-O-000362,KW-C-00442,KW-SKU-000235,2,2999,2025-09-17T17:10,card,shipped,5,
KW-O-000363,KW-C-00030,KW-SKU-000439,1,2999,2025-09-20T17:50,card,delivered,5,14
KW-O-000364,KW-C-00358,KW-SKU-000107,2,24999,2026-07-04T12:55,upi,delivered,7,1
KW-O-000365,KW-C-00183,KW-SKU-000031,1,799,2026-01-17T05:34,card,delivered,3,14
KW-O-000366,KW-C-00265,KW-SKU-000125,1,6499,2025-06-11T22:43,wallet,returned,10,1
KW-O-000367,KW-C-00130,KW-SKU-000416,2,799,2025-12-21T00:28,wallet,delivered,2,6
KW-O-000368,KW-C-00411,KW-SKU-000565,2,6499,2025-07-07T00:00,upi,delivered,5,9
KW-O-000369,KW-C-00419,KW-SKU-000413,1,12999,2025-06-30T13:12,cod,cancelled,2,14
KW-O-000370,KW-C-00354,KW-SKU-000467,1,24999,2025-09-17T16:07,upi,delivered,10,9
KW-O-000371,KW-C-00249,KW-SKU-000264,1,6499,2025-07-08T22:14,card,shipped,10,1
KW-O-000372,KW-C-00317,KW-SKU-000367,1,54999,2026-01-18T21:37,cod,shipped,3,6
KW-O-000373,KW-C-00207,KW-SKU-000399,1,12999,2026-05-26T02:46,card,shipped,5,
KW-O-000374,KW-C-00268,KW-SKU-000410,1,6499,2025-09-23T07:50,upi,delivered,10,9
KW-O-000375,KW-C-00068,KW-SKU-000396,1,54999,2025-06-18T12:01,netbanking,shipped,7,14
KW-O-000376,KW-C-00393,KW-SKU-000553,1,299,2025-09-21T20:49,wallet,delivered,10,3
KW-O-000377,KW-C-00413,KW-SKU-000409,2,24999,2026-01-03T03:26,upi,placed,7,9
KW-O-000378,KW-C-00080,KW-SKU-000509,1,6499,2026-03-28T08:21,card,placed,5,
KW-O-000379,KW-C-00105,KW-SKU-000088,1,1499,2025-09-18T00:12,upi,delivered,3,9
KW-O-000380,KW-C-00174,KW-SKU-000399,2,299,2025-10-02T22:46,upi,delivered,10,6
KW-O-000381,KW-C-00449,KW-SKU-000064,1,799,2026-04-06T16:03,upi,cancelled,5,3
KW-O-000382,KW-C-00320,KW-SKU-000368,2,2999,2025-06-13T18:52,upi,delivered,3,2
KW-O-000383,KW-C-00139,KW-SKU-000380,2,299,2026-07-12T09:57,upi,returned,10,4
KW-O-000384,KW-C-00339,KW-SKU-000152,1,1499,2026-01-17T04:35,wallet,delivered,2,2
KW-O-000385,KW-C-00471,KW-SKU-000592,1,6499,2025-09-29T11:06,cod,delivered,2,6
KW-O-000386,KW-C-00143,KW-SKU-000031,2,54999,2025-08-04T17:03,upi,delivered,3,
KW-O-000387,KW-C-00302,KW-SKU-000557,1,6499,2026-06-16T12:47,card,shipped,2,14
KW-O-000388,KW-C-00075,KW-SKU-000233,1,54999,2026-07-24T17:45,upi,delivered,10,2
KW-O-000389,KW-C-00055,KW-SKU-000015,3,24999,2026-07-02T11:35,card,delivered,7,9
KW-O-000390,KW-C-00265,KW-SKU-000445,2,12999,2026-06-02T03:00,upi,delivered,5,9
KW-O-000391,KW-C-00213,KW-SKU-000218,1,6499,2025-09-14T09:42,upi,returned,3,4
KW-O-000392,KW-C-00421,KW-SKU-000152,1,6499,2026-06-26T01:38,wallet,shipped,5,4
KW-O-000393,KW-C-00059,KW-SKU-000069,2,1499,2026-02-16T07:31,upi,delivered,3,6
KW-O-000394,KW-C-00187,KW-SKU-000235,1,1499,2026-02-23T16:07,upi,delivered,2,6
KW-O-000395,KW-C-00203,KW-SKU-000484,1,24999,2026-05-16T04:56,wallet,delivered,10,
KW-O-000396,KW-C-00164,KW-SKU-000512,1,1499,2026-01-25T19:00,card,delivered,3,2
KW-O-000397,KW-C-00366,KW-SKU-000399,1,2999,2025-11-21T11:39,card,delivered,3,14
KW-O-000398,KW-C-00048,KW-SKU-000035,1,6499,2025-09-15T02:26,wallet,returned,5,6
KW-O-000399,KW-C-00001,KW-SKU-000124,1,24999,2025-11-25T03:37,card,returned,5,3
KW-O-000400,KW-C-00476,KW-SKU-000313,1,54999,2026-03-31T01:05,upi,returned,3,2
KW-O-000401,KW-C-00049,KW-SKU-000125,1,12999,2026-06-14T06:56,card,delivered,5,
KW-O-000402,KW-C-00318,KW-SKU-000442,2,54999,2025-10-13T05:52,card,placed,2,4
KW-O-000403,KW-C-00115,KW-SKU-000301,1,54999,2026-01-28T08:50,upi,delivered,5,14
KW-O-000404,KW-C-00375,KW-SKU-000543,1,799,2025-07-30T19:53,cod,delivered,7,1
KW-O-000405,KW-C-00059,KW-SKU-000375,1,1499,2025-09-16T23:55,upi,delivered,7,14
KW-O-000406,KW-C-00263,KW-SKU-000130,1,6499,2025-11-24T22:27,upi,placed,3,4
KW-O-000407,KW-C-00082,KW-SKU-000171,1,12999,2025-09-06T15:49,card,placed,7,1
KW-O-000408,KW-C-00230,KW-SKU-000211,1,6499,2026-01-18T11:58,wallet,cancelled,10,4
KW-O-000409,KW-C-00284,KW-SKU-000474,1,54999,2026-04-11T05:21,wallet,delivered,2,
KW-O-000410,KW-C-00113,KW-SKU-000412,1,12999,2025-06-21T08:31,upi,placed,7,14
KW-O-000411,KW-C-00082,KW-SKU-000562,2,799,2025-09-23T12:48,cod,shipped,10,3
KW-O-000412,KW-C-00297,KW-SKU-000217,2,24999,2025-09-09T07:09,cod,delivered,7,6
KW-O-000413,KW-C-00068,KW-SKU-000436,1,2999,2026-05-15T09:58,upi,shipped,2,6
KW-O-000414,KW-C-00329,KW-SKU-000441,1,299,2026-03-14T02:44,cod,delivered,7,1
KW-O-000415,KW-C-00278,KW-SKU-000360,3,799,2026-01-05T13:08,card,delivered,5,4
KW-O-000416,KW-C-00266,KW-SKU-000283,1,799,2026-02-26T12:01,card,delivered,5,14
KW-O-000417,KW-C-00050,KW-SKU-000157,3,1499,2026-03-07T09:08,card,cancelled,3,
KW-O-000418,KW-C-00242,KW-SKU-000019,1,2999,2025-08-14T23:55,cod,delivered,10,2
KW-O-000419,KW-C-00352,KW-SKU-000420,1,12999,2025-08-10T23:16,cod,delivered,10,9
KW-O-000420,KW-C-00085,KW-SKU-000075,1,54999,2025-12-24T18:38,upi,shipped,2,4
KW-O-000421,KW-C-00099,KW-SKU-000403,1,54999,2026-04-21T22:03,card,delivered,7,
KW-O-000422,KW-C-00249,KW-SKU-000374,1,12999,2026-06-12T06:46,cod,delivered,3,6
KW-O-000423,KW-C-00248,KW-SKU-000263,3,799,2025-08-15T17:39,upi,delivered,10,1
KW-O-000424,KW-C-00091,KW-SKU-000442,1,1499,2026-01-24T16:01,card,delivered,2,
KW-O-000425,KW-C-00058,KW-SKU-000372,2,299,2026-04-18T18:10,card,shipped,10,2
KW-O-000426,KW-C-00157,KW-SKU-000538,3,6499,2026-02-22T01:01,card,delivered,7,6
KW-O-000427,KW-C-00316,KW-SKU-000160,1,6499,2026-06-30T06:19,netbanking,delivered,2,1
KW-O-000428,KW-C-00486,KW-SKU-000403,1,24999,2026-07-19T19:46,wallet,cancelled,5,
KW-O-000429,KW-C-00159,KW-SKU-000584,3,12999,2025-06-21T18:45,netbanking,delivered,10,1
KW-O-000430,KW-C-00232,KW-SKU-000586,1,2999,2026-03-30T15:11,upi,shipped,2,14
KW-O-000431,KW-C-00023,KW-SKU-000185,1,54999,2025-09-07T03:52,card,delivered,3,1
KW-O-000432,KW-C-00260,KW-SKU-000396,1,54999,2026-03-16T23:20,netbanking,cancelled,5,
KW-O-000433,KW-C-00340,KW-SKU-000372,1,54999,2025-08-26T19:28,upi,shipped,7,
KW-O-000434,KW-C-00060,KW-SKU-000118,1,6499,2025-06-12T21:35,upi,shipped,7,
KW-O-000435,KW-C-00320,KW-SKU-000187,1,24999,2025-11-14T01:41,card,returned,7,9
KW-O-000436,KW-C-00260,KW-SKU-000565,1,24999,2026-04-18T22:59,wallet,placed,10,9
KW-O-000437,KW-C-00102,KW-SKU-000355,1,54999,2026-06-10T18:16,cod,delivered,10,6
KW-O-000438,KW-C-00485,KW-SKU-000199,3,24999,2025-11-19T10:59,card,cancelled,2,3
KW-O-000439,KW-C-00102,KW-SKU-000153,1,54999,2026-03-31T14:39,upi,cancelled,5,14
KW-O-000440,KW-C-00376,KW-SKU-000342,1,24999,2025-12-29T07:17,upi,delivered,10,6
KW-O-000441,KW-C-00381,KW-SKU-000080,1,2999,2026-05-17T04:00,card,delivered,5,9
KW-O-000442,KW-C-00367,KW-SKU-000132,1,12999,2025-07-05T09:33,card,delivered,10,1
KW-O-000443,KW-C-00347,KW-SKU-000536,1,12999,2026-01-05T08:06,cod,delivered,5,9
KW-O-000444,KW-C-00121,KW-SKU-000451,2,12999,2025-06-28T08:02,card,cancelled,2,
KW-O-000445,KW-C-00003,KW-SKU-000383,1,2999,2026-07-20T03:16,card,delivered,7,4
KW-O-000446,KW-C-00369,KW-SKU-000123,1,24999,2025-10-30T06:09,upi,delivered,2,6
KW-O-000447,KW-C-00243,KW-SKU-000226,1,299,2025-06-30T00:52,netbanking,cancelled,2,9
KW-O-000448,KW-C-00369,KW-SKU-000395,1,6499,2025-06-08T09:22,cod,delivered,2,3
KW-O-000449,KW-C-00184,KW-SKU-000528,1,54999,2026-04-19T23:25,upi,delivered,3,6
KW-O-000450,KW-C-00239,KW-SKU-000287,1,6499,2026-04-09T20:17,wallet,returned,7,14
KW-O-000451,KW-C-00126,KW-SKU-000223,2,1499,2025-07-06T09:07,cod,shipped,10,
KW-O-000452,KW-C-00057,KW-SKU-000343,1,299,2025-12-29T18:49,wallet,delivered,5,2
KW-O-000453,KW-C-00449,KW-SKU-000090,1,54999,2025-07-18T19:55,upi,delivered,10,2
KW-O-000454,KW-C-00058,KW-SKU-000401,1,6499,2026-02-17T01:27,upi,delivered,10,
KW-O-000455,KW-C-00265,KW-SKU-000201,3,299,2025-11-11T09:59,upi,delivered,3,9
KW-O-000456,KW-C-00441,KW-SKU-000380,1,54999,2026-05-20T17:10,upi,shipped,5,1
KW-O-000457,KW-C-00342,KW-SKU-000187,1,1499,2026-03-01T12:28,wallet,placed,7,
KW-O-000458,KW-C-00221,KW-SKU-000481,1,799,2026-02-21T21:27,upi,cancelled,10,2
KW-O-000459,KW-C-00307,KW-SKU-000186,1,24999,2025-10-09T14:08,cod,cancelled,10,2
KW-O-000460,KW-C-00096,KW-SKU-000503,1,12999,2025-09-14T07:27,upi,delivered,5,2
KW-O-000461,KW-C-00465,KW-SKU-000254,1,54999,2025-11-15T05:39,card,cancelled,10,1
KW-O-000462,KW-C-00296,KW-SKU-000067,1,24999,2026-06-22T09:49,cod,delivered,2,14
KW-O-000463,KW-C-00020,KW-SKU-000507,1,54999,2026-01-01T00:21,upi,delivered,5,
KW-O-000464,KW-C-00374,KW-SKU-000275,1,2999,2026-07-24T17:50,cod,delivered,10,9
KW-O-000465,KW-C-00109,KW-SKU-000443,2,12999,2026-06-01T13:30,upi,delivered,2,6
KW-O-000466,KW-C-00317,KW-SKU-000132,1,299,2025-12-28T03:00,upi,shipped,7,4
KW-O-000467,KW-C-00411,KW-SKU-000262,1,799,2026-04-06T06:23,upi,delivered,5,6
KW-O-000468,KW-C-00136,KW-SKU-000042,1,12999,2025-12-27T04:06,netbanking,delivered,2,4
KW-O-000469,KW-C-00497,KW-SKU-000034,1,12999,2025-10-29T23:50,upi,cancelled,5,3
KW-O-000470,KW-C-00317,KW-SKU-000055,1,12999,2026-05-02T04:21,card,delivered,2,3
KW-O-000471,KW-C-00195,KW-SKU-000200,1,1499,2026-04-15T18:39,cod,delivered,7,9
KW-O-000472,KW-C-00496,KW-SKU-000003,3,299,2025-12-30T00:03,upi,delivered,2,9
KW-O-000473,KW-C-00412,KW-SKU-000061,2,54999,2026-01-07T02:41,card,shipped,2,3
KW-O-000474,KW-C-00110,KW-SKU-000095,1,12999,2026-03-11T21:13,card,delivered,3,2
KW-O-000475,KW-C-00071,KW-SKU-000039,1,24999,2026-07-25T08:36,netbanking,shipped,2,6
KW-O-000476,KW-C-00447,KW-SKU-000127,1,299,2026-07-22T18:04,upi,cancelled,2,9
KW-O-000477,KW-C-00271,KW-SKU-000294,1,2999,2026-01-24T07:28,cod,delivered,7,
KW-O-000478,KW-C-00300,KW-SKU-000538,2,1499,2025-11-13T06:31,card,delivered,5,4
KW-O-000479,KW-C-00424,KW-SKU-000107,1,799,2026-07-21T03:19,upi,delivered,3,3
KW-O-000480,KW-C-00477,KW-SKU-000281,2,12999,2026-05-12T11:38,cod,shipped,5,3
KW-O-000481,KW-C-00186,KW-SKU-000478,1,799,2026-03-15T19:26,upi,delivered,2,4
KW-O-000482,KW-C-00479,KW-SKU-000525,1,24999,2025-07-19T00:52,wallet,cancelled,10,9
KW-O-000483,KW-C-00134,KW-SKU-000513,1,799,2026-01-28T23:30,upi,delivered,5,6
KW-O-000484,KW-C-00453,KW-SKU-000333,1,1499,2025-09-04T19:09,upi,delivered,5,1
KW-O-000485,KW-C-00469,KW-SKU-000340,1,24999,2025-12-08T17:05,upi,delivered,5,4
KW-O-000486,KW-C-00440,KW-SKU-000340,1,799,2026-03-20T09:59,cod,delivered,3,3
KW-O-000487,KW-C-00224,KW-SKU-000337,1,54999,2026-05-20T06:54,upi,returned,5,9
KW-O-000488,KW-C-00189,KW-SKU-000290,2,799,2025-10-25T02:56,card,delivered,3,6
KW-O-000489,KW-C-00247,KW-SKU-000481,1,299,2025-12-17T06:00,upi,delivered,5,9
KW-O-000490,KW-C-00280,KW-SKU-000317,1,24999,2026-01-14T03:01,upi,delivered,2,14
KW-O-000491,KW-C-00067,KW-SKU-000202,1,12999,2026-05-04T13:08,cod,delivered,7,2
KW-O-000492,KW-C-00168,KW-SKU-000372,1,12999,2025-10-05T00:28,cod,returned,7,14
KW-O-000493,KW-C-00134,KW-SKU-000021,1,799,2026-05-20T09:03,cod,cancelled,3,
KW-O-000494,KW-C-00347,KW-SKU-000494,1,2999,2025-09-29T23:04,cod,returned,5,2
KW-O-000495,KW-C-00141,KW-SKU-000105,1,299,2025-11-11T05:46,card,delivered,5,9
KW-O-000496,KW-C-00404,KW-SKU-000296,1,12999,2025-12-11T07:13,cod,delivered,7,3
KW-O-000497,KW-C-00217,KW-SKU-000571,3,2999,2025-09-10T22:22,card,delivered,7,14
KW-O-000498,KW-C-00260,KW-SKU-000055,1,12999,2026-04-25T12:42,wallet,delivered,10,2
KW-O-000499,KW-C-00257,KW-SKU-000427,1,299,2025-06-30T15:40,card,placed,2,9
KW-O-000500,KW-C-00348,KW-SKU-000482,1,1499,2026-02-18T09:43,card,delivered,7,4
KW-O-000501,KW-C-00200,KW-SKU-000569,1,299,2025-11-27T15:16,wallet,delivered,3,2
KW-O-000502,KW-C-00018,KW-SKU-000536,1,12999,2026-04-29T18:43,upi,placed,2,1
KW-O-000503,KW-C-00190,KW-SKU-000565,1,799,2026-03-20T15:20,card,delivered,3,3
KW-O-000504,KW-C-00082,KW-SKU-000415,1,299,2025-07-11T07:49,upi,shipped,3,4
KW-O-000505,KW-C-00124,KW-SKU-000511,1,1499,2026-05-10T00:42,cod,delivered,3,
KW-O-000506,KW-C-00086,KW-SKU-000064,1,2999,2026-07-15T07:23,upi,delivered,7,2
KW-O-000507,KW-C-00395,KW-SKU-000463,1,2999,2026-04-23T13:13,wallet,delivered,3,1
KW-O-000508,KW-C-00153,KW-SKU-000524,1,1499,2025-12-05T00:42,card,delivered,7,14
KW-O-000509,KW-C-00246,KW-SKU-000284,1,24999,2026-01-20T06:10,upi,cancelled,5,
KW-O-000510,KW-C-00392,KW-SKU-000170,1,24999,2025-11-05T03:44,upi,delivered,5,2
KW-O-000511,KW-C-00227,KW-SKU-000309,1,1499,2026-06-10T19:55,upi,delivered,2,6
KW-O-000512,KW-C-00196,KW-SKU-000222,3,12999,2025-12-24T04:22,card,delivered,5,14
KW-O-000513,KW-C-00159,KW-SKU-000147,1,6499,2026-04-16T16:27,card,shipped,7,1
KW-O-000514,KW-C-00137,KW-SKU-000397,1,799,2026-03-25T16:05,netbanking,shipped,10,3
KW-O-000515,KW-C-00295,KW-SKU-000149,1,1499,2025-09-23T10:06,card,delivered,3,3
KW-O-000516,KW-C-00115,KW-SKU-000478,1,54999,2025-07-18T02:47,wallet,delivered,2,14
KW-O-000517,KW-C-00104,KW-SKU-000527,1,6499,2025-07-27T08:02,wallet,returned,5,
KW-O-000518,KW-C-00125,KW-SKU-000052,2,12999,2026-07-01T20:34,upi,delivered,5,
KW-O-000519,KW-C-00333,KW-SKU-000380,2,54999,2026-04-13T14:15,upi,delivered,2,1
KW-O-000520,KW-C-00172,KW-SKU-000068,2,1499,2026-03-08T05:13,cod,delivered,7,14
KW-O-000521,KW-C-00327,KW-SKU-000261,2,6499,2025-12-27T04:58,card,delivered,3,3
KW-O-000522,KW-C-00018,KW-SKU-000376,1,6499,2026-06-05T00:30,netbanking,delivered,5,6
KW-O-000523,KW-C-00021,KW-SKU-000062,1,799,2025-10-23T07:10,netbanking,delivered,7,6
KW-O-000524,KW-C-00366,KW-SKU-000102,2,1499,2026-05-27T11:50,card,delivered,10,2
KW-O-000525,KW-C-00177,KW-SKU-000022,2,24999,2026-07-22T05:41,upi,shipped,3,9
KW-O-000526,KW-C-00025,KW-SKU-000556,1,6499,2026-02-10T12:59,netbanking,cancelled,3,
KW-O-000527,KW-C-00210,KW-SKU-000209,1,54999,2026-05-02T04:08,upi,delivered,2,6
KW-O-000528,KW-C-00106,KW-SKU-000209,1,299,2025-09-15T11:03,upi,returned,10,2
